"","�..Tipo","Bairro","Quartos","Vagas","Suites","Area","Valor","Condominio","IPTU"
"23869","Loja/Salão","Copacabana",0,1,0,30,1200,1135,1320
"23870","Casa","Santa Teresa",3,1,1,133,2500,NA,NA
"23871","Apartamento","Barra da Tijuca",2,1,1,70,1500,750,115
"23872","Apartamento","Copacabana",3,1,1,105,3000,1217,190
"23873","Conjunto Comercial/Sala","Copacabana",0,0,0,30,1000,615,NA
"23874","Apartamento","Recreio dos Bandeirantes",3,2,1,108,2500,1100,200
"23875","Conjunto Comercial/Sala","Pilares",0,1,0,88,1600,1895,NA
"23876","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,22,1200,565,120
"23877","Apartamento","Botafogo",2,1,1,55,2500,1100,NA
"23878","Apartamento","Lagoa",4,3,3,260,18000,3500,9800
"23879","Apartamento","Recreio dos Bandeirantes",2,2,1,85,2200,1500,257
"23880","Apartamento","Barra da Tijuca",3,3,3,175,12000,2000,300
"23881","Apartamento","Tijuca",3,2,2,253,4000,2101,4765
"23882","Apartamento","Flamengo",2,1,1,90,3200,790,230
"23883","Loja/Salão","Barra da Tijuca",0,2,0,160,16000,3480,7980
"23884","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,53,1500,1084,424
"23885","Loja/Salão","Copacabana",0,0,0,340,25000,200,1200
"23886","Apartamento","Jardim Botânico",3,1,0,90,3250,700,15
"23887","Apartamento","Lagoa",3,2,1,171,5800,1996,548
"23888","Loja/Salão","Copacabana",0,0,0,121,6000,350,1315
"23889","Apartamento","Copacabana",2,0,0,80,2500,1150,150
"23890","Apartamento","Lagoa",3,3,3,227,15900,3675,980
"23891","Apartamento","Ipanema",3,1,1,110,5000,1100,351
"23892","Conjunto Comercial/Sala","Copacabana",0,1,0,35,1500,800,110
"23893","Apartamento","Tijuca",1,0,0,45,1950,550,55
"23894","Conjunto Comercial/Sala","Saúde",0,40,0,3509,368474,NA,NA
"23895","Apartamento","Lagoa",3,1,1,74,4000,1204,NA
"23896","Apartamento","Méier",1,0,0,33,890,250,13
"23897","Apartamento","Barra da Tijuca",4,4,4,360,8000,3200,2000
"23898","Terreno Padrão","Campo Grande",0,0,0,300,1000,NA,NA
"23899","Apartamento","Barra da Tijuca",5,4,3,300,4500,1400,150
"23900","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,36,1150,890,NA
"23901","Apartamento","Leblon",3,2,1,200,5700,2043,450
"23902","Casa de Vila","Bento Ribeiro",1,0,0,40,600,NA,NA
"23903","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,20,1000,440,100
"23904","Loja/Salão","Barra da Tijuca",0,1,0,74,2500,1914,830
"23905","Conjunto Comercial/Sala","Centro",0,0,0,676,25000,10880,3230
"23906","Conjunto Comercial/Sala","Barra da Tijuca",0,10,0,330,13000,856,1158
"23907","Apartamento","Flamengo",1,0,0,23,1450,340,27
"23908","Apartamento","Ipanema",1,1,1,55,2700,2300,240
"23909","Apartamento","Vila Isabel",3,3,3,136,3500,1160,NA
"23910","Apartamento","Senador Vasconcelos",1,1,0,40,690,NA,NA
"23911","Flat","Ipanema",2,0,1,90,6900,3465,470
"23912","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,70,12000,NA,NA
"23913","Conjunto Comercial/Sala","Centro",0,0,0,370,6000,8734,2291
"23914","Apartamento","Barra da Tijuca",4,3,4,280,10000,4000,800
"23915","Casa","Vila da Penha",4,1,1,270,3500,NA,NA
"23916","Apartamento","Humaitá",1,1,0,58,2900,743,123
"23917","Apartamento","Recreio dos Bandeirantes",3,1,1,80,1700,619,NA
"23918","Apartamento","Copacabana",1,0,0,40,2050,680,730
"23919","Apartamento","Lagoa",4,3,1,165,8000,1721,480
"23920","Apartamento","Méier",2,1,1,63,1450,906,76
"23921","Apartamento","Recreio dos Bandeirantes",2,1,1,70,1400,700,136
"23922","Apartamento","Vila Isabel",3,1,0,82,2100,250,89
"23923","Apartamento","Ipanema",3,1,1,174,12000,2100,640
"23924","Apartamento","Flamengo",3,1,1,150,5900,770,NA
"23925","Flat","Copacabana",1,1,1,60,4000,NA,NA
"23926","Loja/Salão","Gávea",0,0,0,108,16000,4000,1854
"23927","Apartamento","Recreio dos Bandeirantes",2,1,1,76,1500,690,NA
"23928","Apartamento","Centro",2,1,1,118,2500,720,271
"23929","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,2,0,180,30000,1,1
"23930","Apartamento","Gávea",2,1,0,95,3500,1256,234
"23931","Flat","Leblon",2,1,0,62,4500,2780,417
"23932","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,35,1100,1296,NA
"23933","Apartamento","Recreio dos Bandeirantes",4,2,3,297,2300,3459,NA
"23934","Apartamento","Copacabana",1,1,0,50,2000,1200,120
"23935","Apartamento","Flamengo",3,0,1,120,2900,764,NA
"23936","Apartamento","Barra da Tijuca",1,1,1,65,2600,1345,190
"23937","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,42,2400,1452,433
"23938","Apartamento","Recreio dos Bandeirantes",3,1,1,75,1800,800,140
"23939","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,112,2850,NA,NA
"23940","Apartamento","Barra da Tijuca",2,1,1,75,2400,1061,216
"23941","Apartamento","Tijuca",3,1,0,90,2200,800,120
"23942","Conjunto Comercial/Sala","Centro",0,0,0,200,15000,4870,1335
"23943","Apartamento","Jardim Sulacap",1,1,0,45,850,70,NA
"23944","Apartamento","Laranjeiras",3,1,1,92,3000,1017,175
"23945","Apartamento","Grajaú",3,0,0,67,1150,500,19
"23946","Apartamento","Ipanema",3,1,1,140,10000,2000,395
"23947","Apartamento","Recreio dos Bandeirantes",3,2,1,90,2400,820,165
"23948","Galpão/Depósito/Armazém","Pechincha",0,0,0,600,9500,NA,241
"23949","Apartamento","Recreio dos Bandeirantes",2,1,1,75,2790,650,125
"23950","Apartamento","Tijuca",4,1,1,186,3300,2090,321
"23951","Apartamento","Campo Grande",2,0,0,51,800,70,NA
"23952","Apartamento","Barra da Tijuca",1,1,1,66,2500,1300,188
"23953","Apartamento","Ipanema",2,1,0,60,2800,765,85
"23954","Apartamento","Copacabana",3,2,1,255,9000,2100,330
"23955","Apartamento","Pechincha",2,1,1,72,1600,440,95
"23956","Apartamento","Tijuca",2,1,0,68,1850,765,108
"23957","Casa","Botafogo",2,1,0,80,3300,NA,600
"23958","Box/Garagem","Copacabana",0,1,0,4,500,NA,NA
"23959","Apartamento","Praça Seca",2,1,1,60,900,568,NA
"23960","Apartamento","Flamengo",2,1,1,110,3300,787,238
"23961","Apartamento","Bento Ribeiro",2,1,1,73,1450,380,40
"23962","Apartamento","Tijuca",3,0,0,85,2200,180,92
"23963","Quitinete","Copacabana",1,0,0,38,1950,390,25
"23964","Casa de Condomínio","Barra da Tijuca",5,4,4,1000,40000,1900,22000
"23965","Conjunto Comercial/Sala","Jacarepaguá",0,36,0,1077,86000,21540,NA
"23966","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,37,1900,743,2255
"23967","Flat","Ipanema",1,1,0,45,2200,2100,360
"23968","Conjunto Comercial/Sala","Centro",0,3,0,147,11760,2900,861
"23969","Apartamento","Recreio dos Bandeirantes",3,2,1,130,1700,550,NA
"23970","Apartamento","Leblon",4,1,1,170,9000,3630,NA
"23971","Apartamento","Humaitá",2,1,1,100,2500,1080,NA
"23972","Conjunto Comercial/Sala","Centro",0,0,0,150,9000,5452,1215
"23973","Quitinete","Copacabana",1,0,0,45,1600,470,30
"23974","Apartamento","Vila da Penha",3,1,0,60,1100,230,NA
"23975","Conjunto Comercial/Sala","Centro",0,0,0,25,600,717,NA
"23976","Apartamento","Campo Grande",2,1,0,54,1000,NA,NA
"23977","Apartamento","Vila Isabel",3,1,1,137,2500,550,NA
"23978","Apartamento","Grajaú",4,2,1,122,2500,1051,201
"23979","Apartamento","Leblon",2,1,0,64,3600,873,206
"23980","Apartamento","Vila da Penha",3,0,1,95,1800,NA,NA
"23981","Loja/Salão","Centro",0,0,0,100,5000,5000,NA
"23982","Apartamento","Laranjeiras",3,1,0,140,3200,1470,208
"23983","Apartamento","Ipanema",3,1,1,275,7000,3150,700
"23984","Loja Shopping/ Ct Comercial","Recreio dos Bandeirantes",0,0,0,42,1000,2800,166
"23985","Apartamento","Centro",3,0,0,100,2300,500,22
"23986","Galpão/Depósito/Armazém","Cordovil",0,0,0,4350,39000,NA,NA
"23987","Apartamento","Barra da Tijuca",1,1,1,80,1600,950,170
"23988","Apartamento","Copacabana",5,1,5,280,20000,2300,700
"23989","Conjunto Comercial/Sala","Centro",0,0,0,33,800,390,70
"23990","Apartamento","Tijuca",3,2,1,84,2350,1026,NA
"23991","Apartamento","Recreio dos Bandeirantes",1,2,1,180,2900,852,4885
"23992","Apartamento","Leblon",2,0,0,75,3200,780,100
"23993","Apartamento","Botafogo",3,3,1,160,3990,2350,450
"23994","Apartamento","Copacabana",1,0,0,30,2650,650,30
"23995","Apartamento","Barra da Tijuca",3,2,3,155,5900,1850,332
"23996","Apartamento","Barra da Tijuca",3,2,1,123,4500,2500,780
"23997","Apartamento","Copacabana",1,1,0,55,2600,710,150
"23998","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,80,1950,2100,500
"23999","Loja/Salão","Campo Grande",0,0,0,55,9000,NA,1050
"24000","Apartamento","Barra da Tijuca",2,1,1,78,2000,1358,NA
"24001","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,26,500,650,NA
"24002","Apartamento","Ipanema",2,2,1,100,6000,2550,222
"24003","Conjunto Comercial/Sala","Ipanema",0,1,0,50,2900,2270,510
"24004","Conjunto Comercial/Sala","Centro",0,0,0,140,8500,2400,754
"24005","Conjunto Comercial/Sala","Centro",0,0,0,423,11000,8082,1977
"24006","Apartamento","Barra da Tijuca",3,2,1,130,4000,1750,400
"24007","Conjunto Comercial/Sala","Ipanema",0,0,0,35,3000,1339,259
"24008","Apartamento","Recreio dos Bandeirantes",2,1,1,80,1600,503,20
"24009","Casa","Jardim Botânico",4,4,4,452,20000,NA,NA
"24010","Apartamento","Copacabana",3,0,0,139,2700,1500,330
"24011","Conjunto Comercial/Sala","Centro",0,1,0,180,3500,2650,650
"24012","Apartamento","Cosmos",2,1,0,50,600,200,NA
"24013","Apartamento","Lagoa",4,2,1,150,4500,1450,NA
"24014","Loja/Salão","Copacabana",0,0,0,45,8000,NA,180
"24015","Apartamento","Recreio dos Bandeirantes",3,2,1,163,2400,1260,320
"24016","Loja/Salão","Centro",0,0,0,111,11000,NA,NA
"24017","Apartamento","Copacabana",3,0,1,105,3000,1000,165
"24018","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,80,2800,1883,1400
"24019","Apartamento","Cachambi",2,1,0,70,1200,555,41
"24020","Apartamento","Barra da Tijuca",4,2,1,160,5300,1980,440
"24021","Apartamento","Taquara",2,1,1,62,1350,480,NA
"24022","Apartamento","Barra da Tijuca",2,1,1,84,2650,1016,250
"24023","Apartamento","Laranjeiras",2,0,0,69,2000,602,94
"24024","Conjunto Comercial/Sala","Centro",0,0,0,30,500,230,NA
"24025","Apartamento","Vila Isabel",1,0,0,50,1000,325,34
"24026","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,34,1700,1252,NA
"24027","Flat","Botafogo",1,1,1,39,3000,771,120
"24028","Apartamento","Barra da Tijuca",3,0,1,80,3000,1160,1300
"24029","Apartamento","São Conrado",1,1,1,58,2970,960,190
"24030","Conjunto Comercial/Sala","Praça da Bandeira",0,0,0,24,1200,NA,70
"24031","Conjunto Comercial/Sala","Del Castilho",0,1,0,29,1200,750,330
"24032","Apartamento","Todos os Santos",1,0,0,40,900,NA,34
"24033","Casa de Vila","Botafogo",4,0,0,131,3200,40,230
"24034","Apartamento","Méier",2,1,0,81,1400,390,10
"24035","Quitinete","Ipanema",1,0,0,24,1400,200,30
"24036","Apartamento","Barra da Tijuca",2,2,1,67,1500,690,45
"24037","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,144,8000,2860,1034
"24038","Conjunto Comercial/Sala","Centro",0,0,0,192,6720,4335,900
"24039","Apartamento","Barra da Tijuca",2,2,1,62,1700,1270,156
"24040","Apartamento","Santo Cristo",2,0,0,69,900,205,NA
"24041","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,140,6000,1800,867
"24042","Apartamento","Leblon",3,1,1,119,7000,1900,465
"24043","Apartamento","Glória",1,0,0,30,1100,348,13
"24044","Apartamento","Barra da Tijuca",4,4,4,262,15000,2500,NA
"24045","Casa","Itanhangá",4,2,2,535,8000,1340,967
"24046","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,30,800,750,204
"24047","Apartamento","Copacabana",1,0,0,80,3500,NA,NA
"24048","Apartamento","Jardim Carioca",2,1,0,75,1800,34897,243
"24049","Apartamento","Barra da Tijuca",5,4,0,292,14000,3700,1600
"24050","Apartamento","Copacabana",4,2,1,366,7000,3000,7120
"24051","Apartamento","Braz de Pina",2,0,0,90,1100,100,NA
"24052","Apartamento","Copacabana",2,0,0,72,2200,950,NA
"24053","Conjunto Comercial/Sala","Centro",0,0,0,35,900,700,130
"24054","Apartamento","Barra da Tijuca",3,0,1,235,12000,4500,900
"24055","Conjunto Comercial/Sala","Centro",0,0,0,300,5000,3000,1329
"24056","Apartamento","Tijuca",2,0,0,80,1800,550,NA
"24057","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,34,600,450,35
"24058","Conjunto Comercial/Sala","Centro",0,0,0,294,14716,5298,NA
"24059","Galpão/Depósito/Armazém","Botafogo",0,70,0,1023,50000,NA,18000
"24060","Conjunto Comercial/Sala","Centro",0,0,0,600,34000,5500,2035
"24061","Apartamento","Copacabana",3,1,1,120,4800,1000,200
"24062","Apartamento","Copacabana",1,0,1,33,1500,650,22
"24063","Conjunto Comercial/Sala","Jacarepaguá",0,0,0,20,800,500,70
"24064","Apartamento","Recreio dos Bandeirantes",2,2,1,110,2000,900,265
"24065","Apartamento","Freguesia (Jacarepaguá)",2,1,0,48,1200,357,13
"24066","Apartamento","Recreio dos Bandeirantes",3,2,1,110,2000,695,145
"24067","Apartamento","Jardim Oceânico",5,3,3,430,10000,1700,1600
"24068","Loja/Salão","Campo Grande",0,0,0,120,10000,NA,NA
"24069","Conjunto Comercial/Sala","Copacabana",0,0,0,32,650,670,NA
"24070","Casa Comercial","Praça da Bandeira",0,0,0,150,2800,NA,470
"24071","Apartamento","Barra da Tijuca",3,2,0,120,3791,1670,3300
"24072","Casa","Barra da Tijuca",5,6,4,839,32000,1306,1654
"24073","Apartamento","Copacabana",3,1,1,120,4500,900,NA
"24074","Apartamento","Bancários",2,1,0,85,1600,368,NA
"24075","Quitinete","Centro",1,0,0,36,1000,320,NA
"24076","Galpão/Depósito/Armazém","Engenho de Dentro",0,3,0,279,6500,NA,267
"24077","Apartamento","Irajá",2,0,0,40,1150,NA,NA
"24078","Conjunto Comercial/Sala","Botafogo",0,7,0,375,35000,14692,2671
"24079","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,72,100,715,110
"24080","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,3,0,108,3500,1685,6100
"24081","Conjunto Comercial/Sala","Centro",0,0,0,35,300,393,98
"24082","Apartamento","Laranjeiras",3,1,1,143,4800,1620,213
"24083","Apartamento","Barra da Tijuca",4,2,1,154,3000,2100,356
"24084","Apartamento","Jardim Botânico",2,1,1,60,3800,1200,105
"24085","Conjunto Comercial/Sala","Centro",0,0,0,200,6000,3730,500
"24086","Apartamento","Campo Grande",2,1,1,140,1500,820,NA
"24087","Quitinete","Copacabana",1,0,0,29,1150,450,182
"24088","Apartamento","Laranjeiras",1,1,1,50,2000,554,26
"24089","Casa de Condomínio","Barra da Tijuca",5,0,5,622,13000,500,1220
"24090","Apartamento","Andaraí",2,1,0,67,1800,450,NA
"24091","Loja/Salão","Centro",0,0,0,320,55000,NA,NA
"24092","Apartamento","Copacabana",3,1,1,140,5000,1400,230
"24093","Conjunto Comercial/Sala","Barra da Tijuca",0,9,0,296,10000,5300,13000
"24094","Apartamento","São Conrado",3,2,1,250,5500,750,500
"24095","Apartamento","Ipanema",4,2,1,210,16000,2900,400
"24096","Conjunto Comercial/Sala","Centro",0,1,0,20,700,NA,NA
"24097","Conjunto Comercial/Sala","Centro",0,0,0,484,16000,9570,16112
"24098","Apartamento","Lagoa",3,1,1,120,4500,750,NA
"24099","Apartamento","Freguesia (Jacarepaguá)",2,0,0,54,1000,502,NA
"24100","Apartamento","Barra da Tijuca",3,2,1,104,2800,1249,NA
"24101","Apartamento","Leblon",3,1,2,300,25000,1870,NA
"24102","Apartamento","Leblon",3,1,0,90,4450,900,200
"24103","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,2,0,64,2200,1032,224
"24104","Apartamento","Copacabana",2,1,0,80,2700,1000,80
"24105","Quitinete","Copacabana",0,0,0,30,1300,475,53
"24106","Apartamento","Tijuca",4,1,1,128,2300,740,120
"24107","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,36,1800,1200,200
"24108","Apartamento","Vila Isabel",2,0,0,80,2300,300,NA
"24109","Apartamento","Grajaú",3,0,0,77,1200,400,21
"24110","Casa de Condomínio","Barra da Tijuca",4,2,4,300,9000,NA,NA
"24111","Flat","Ipanema",1,0,0,46,6000,NA,NA
"24112","Prédio Inteiro","São Cristóvão",0,0,0,8100,160000,NA,NA
"24113","Apartamento","Flamengo",4,2,0,350,6200,2900,400
"24114","Apartamento","Centro",1,0,0,40,1000,438,21
"24115","Apartamento","Copacabana",4,0,1,160,3790,1500,NA
"24116","Casa de Condomínio","Realengo",1,0,0,60,700,NA,NA
"24117","Apartamento","Ipanema",2,1,1,78,15000,4000,563
"24118","Apartamento","Leblon",3,1,0,110,4500,1300,300
"24119","Apartamento","Jardim Botânico",2,0,0,51,2200,870,NA
"24120","Casa de Vila","Pavuna",1,0,0,40,450,40,NA
"24121","Apartamento","Copacabana",2,0,0,80,2200,750,85
"24122","Apartamento","Vila Isabel",2,1,0,80,1900,600,585
"24123","Prédio Inteiro","Botafogo",0,2,0,641,19000,NA,3500
"24124","Apartamento","Barra da Tijuca",2,1,0,58,1000,698,NA
"24125","Apartamento","Recreio dos Bandeirantes",2,1,1,105,2000,834,NA
"24126","Apartamento","Barra da Tijuca",4,2,3,170,8000,2000,NA
"24127","Apartamento","Copacabana",4,1,3,300,8500,1717,310
"24128","Apartamento","Rocha Miranda",2,1,0,46,900,260,NA
"24129","Flat","Barra da Tijuca",1,1,1,75,2200,NA,700
"24130","Conjunto Comercial/Sala","Centro",0,0,0,103,4944,2107,448
"24131","Conjunto Comercial/Sala","Centro",0,0,0,35,900,350,NA
"24132","Apartamento","Tijuca",2,1,0,85,2000,600,NA
"24133","Apartamento","Copacabana",2,0,0,80,2950,780,20
"24134","Conjunto Comercial/Sala","Castelo",0,0,0,143,4000,1428,448
"24135","Apartamento","Barra da Tijuca",3,2,1,131,3200,2600,429
"24136","Conjunto Comercial/Sala","Centro",0,2,0,330,12000,5581,1306
"24137","Quitinete","Copacabana",1,0,1,35,1400,531,25
"24138","Conjunto Comercial/Sala","Copacabana",0,0,0,42,1800,680,200
"24139","Conjunto Comercial/Sala","Centro",0,0,0,66,1415,2544,172
"24140","Apartamento","Leblon",3,2,2,100,5500,1400,350
"24141","Loja/Salão","Praça da Bandeira",0,0,0,149,2300,NA,NA
"24142","Apartamento","Urca",3,1,1,130,4900,2100,269
"24143","Apartamento","Bangu",2,1,0,65,900,NA,100
"24144","Conjunto Comercial/Sala","Centro",0,0,0,32,800,423,78
"24145","Casa de Condomínio","Recreio dos Bandeirantes",3,2,3,168,4500,NA,NA
"24146","Apartamento","Copacabana",3,0,0,95,4500,1200,1300
"24147","Apartamento","Leme",2,0,0,60,2000,1300,894
"24148","Apartamento","Freguesia (Jacarepaguá)",2,1,0,160,1850,1400,210
"24149","Loja/Salão","Tijuca",0,0,0,150,7000,150,970
"24150","Apartamento","Copacabana",4,2,2,350,9000,2300,700
"24151","Apartamento","Flamengo",1,0,0,35,1250,405,29
"24152","Apartamento","Jardim Botânico",3,0,0,115,4500,NA,230
"24153","Apartamento","Leblon",4,1,1,140,10800,2055,396
"24154","Loja/Salão","Centro",0,0,0,102,5000,700,354
"24155","Loja/Salão","Barra da Tijuca",0,1,0,33,1800,512,291
"24156","Apartamento","Leblon",3,2,2,157,9900,1600,420
"24157","Conjunto Comercial/Sala","Jardim Botânico",0,1,0,28,1300,1200,133
"24158","Apartamento","Leblon",4,2,0,200,12000,2300,NA
"24159","Apartamento","Barra da Tijuca",2,1,0,42,1200,650,30
"24160","Apartamento","Catete",2,0,0,68,1600,545,36
"24161","Apartamento","Recreio dos Bandeirantes",3,2,1,180,2500,800,NA
"24162","Apartamento","Recreio dos Bandeirantes",3,2,1,96,3300,7029,1885
"24163","Conjunto Comercial/Sala","Centro",0,0,0,243,11000,3175,1053
"24164","Casa","Tauá",2,0,0,160,2000,NA,1200
"24165","Apartamento","Curicica",2,1,0,55,1250,510,50
"24166","Casa","Santa Teresa",6,2,0,381,9000,NA,186
"24167","Apartamento","Barra da Tijuca",2,1,0,64,2100,952,181
"24168","Apartamento","Barra da Tijuca",2,1,1,76,2100,1400,90
"24169","Apartamento","Centro",2,0,0,80,1300,511,NA
"24170","Apartamento","Copacabana",3,0,0,80,3500,620,297
"24171","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,53,1800,1300,NA
"24172","Apartamento","Copacabana",3,0,0,130,3500,1000,120
"24173","Casa de Condomínio","Pechincha",2,0,0,60,1300,65,1
"24174","Apartamento","Barra da Tijuca",4,3,4,262,8000,3375,693
"24175","Casa de Condomínio","Barra da Tijuca",6,4,6,556,20000,1650,1620
"24176","Conjunto Comercial/Sala","Taquara",0,1,0,20,900,367,52
"24177","Apartamento","Ipanema",3,2,1,150,6300,2200,NA
"24178","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,82,4500,1850,NA
"24179","Apartamento","Barra da Tijuca",2,1,1,65,1300,1200,NA
"24180","Loja/Salão","Centro",0,0,0,71,3200,543,651
"24181","Apartamento","Ilha do Governador",1,0,0,71,1000,NA,NA
"24182","Galpão/Depósito/Armazém","Caju",0,0,0,4800,21000,NA,5500
"24183","Conjunto Comercial/Sala","Barra da Tijuca",3,1,0,93,6400,NA,NA
"24184","Apartamento","Barra da Tijuca",1,1,0,50,1800,1400,300
"24185","Loja/Salão","Barra da Tijuca",0,1,0,48,3000,750,396
"24186","Apartamento","Tijuca",2,1,0,72,1600,700,25
"24187","Apartamento","Botafogo",2,1,0,64,3500,917,152
"24188","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,25,1000,585,NA
"24189","Apartamento","Leblon",3,2,1,117,5000,1500,329
"24190","Conjunto Comercial/Sala","Ipanema",0,0,0,35,3000,1339,259
"24191","Apartamento","Ipanema",2,0,1,65,5000,1500,NA
"24192","Conjunto Comercial/Sala","Portuguesa",0,1,0,30,850,485,143
"24193","Apartamento","Humaitá",2,1,1,80,3700,1196,238
"24194","Apartamento","Bonsucesso",2,1,0,65,1200,640,NA
"24195","Conjunto Comercial/Sala","Ipanema",0,4,0,323,29000,5921,4400
"24196","Apartamento","Curicica",2,1,0,47,2500,360,114
"24197","Apartamento","Barra da Tijuca",2,1,1,82,2500,1000,200
"24198","Apartamento","Recreio dos Bandeirantes",3,2,1,140,3500,NA,NA
"24199","Apartamento","Méier",2,0,0,64,800,690,13
"24200","Apartamento","Pechincha",1,1,0,54,1200,347,NA
"24201","Conjunto Comercial/Sala","Centro",0,0,0,607,15000,5864,2516
"24202","Quitinete","Botafogo",1,0,0,25,1300,486,24
"24203","Apartamento","Botafogo",2,0,0,75,2200,480,89
"24204","Apartamento","Botafogo",2,1,1,80,4310,1140,198
"24205","Apartamento","Barra da Tijuca",2,1,2,100,14000,NA,NA
"24206","Conjunto Comercial/Sala","São Conrado",0,1,0,33,1800,820,NA
"24207","Apartamento","Tijuca",3,1,0,94,2000,695,96
"24208","Apartamento","Lagoa",3,2,2,230,14000,1400,380
"24209","Apartamento","Gávea",3,1,0,89,3250,1020,315
"24210","Apartamento","Estácio",1,0,0,40,1500,200,15
"24211","Apartamento","Recreio dos Bandeirantes",3,2,1,130,2500,800,260
"24212","Apartamento","Maracanã",2,0,1,90,3000,463,48
"24213","Apartamento","Barra da Tijuca",2,2,2,100,7000,2764,385
"24214","Conjunto Comercial/Sala","Cachambi",0,0,0,70,2990,NA,196
"24215","Apartamento","Tanque",3,1,1,70,1700,380,70
"24216","Apartamento","Campo Grande",2,1,0,47,800,NA,NA
"24217","Conjunto Comercial/Sala","Centro",0,0,0,31,400,360,107
"24218","Apartamento","Copacabana",2,0,0,68,2000,548,92
"24219","Apartamento","Botafogo",3,1,0,119,3000,1300,1779
"24220","Conjunto Comercial/Sala","Gávea",0,1,0,78,10000,3200,110
"24221","Apartamento","Tijuca",3,1,1,110,2500,800,NA
"24222","Loja/Salão","Tijuca",0,0,0,64,3000,4500,NA
"24223","Apartamento","Ipanema",3,2,3,210,25000,2400,14952
"24224","Conjunto Comercial/Sala","Tanque",0,0,0,30,700,480,450
"24225","Apartamento","Laranjeiras",4,2,1,160,5000,1190,250
"24226","Apartamento","Pechincha",2,1,1,60,1300,470,NA
"24227","Apartamento","Copacabana",1,0,0,27,2500,550,20
"24228","Apartamento","Flamengo",1,1,0,53,2300,485,56
"24229","Apartamento","São Cristóvão",3,1,1,70,2300,632,17
"24230","Apartamento","Tijuca",3,2,1,110,3300,1100,1
"24231","Apartamento","Andaraí",2,0,0,65,1000,424,NA
"24232","Prédio Inteiro","Centro",0,0,0,150,1000,NA,730
"24233","Conjunto Comercial/Sala","Centro",0,0,0,193,9950,1250,390
"24234","Apartamento","Recreio dos Bandeirantes",2,1,1,70,2000,780,NA
"24235","Conjunto Comercial/Sala","Glória",0,10,0,450,15000,10000,1100
"24236","Terreno Padrão","Barra da Tijuca",0,0,0,588,6000,NA,NA
"24237","Quitinete","Copacabana",1,0,0,30,1500,380,NA
"24238","Apartamento","Méier",3,1,1,85,1700,800,131
"24239","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,86,1400,2798,456
"24240","Apartamento","Barra da Tijuca",3,2,0,120,5500,2700,NA
"24241","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,300,21000,5500,NA
"24242","Apartamento","Barra da Tijuca",4,3,2,294,12000,1600,NA
"24243","Apartamento","Tijuca",2,1,1,68,1900,602,132
"24244","Flat","Barra da Tijuca",1,1,0,50,4500,2000,300
"24245","Apartamento","Vila da Penha",3,1,1,73,1800,450,NA
"24246","Apartamento","Vila Isabel",2,1,0,75,1390,750,41
"24247","Apartamento","Méier",2,1,0,60,1350,598,39
"24248","Apartamento","Barra da Tijuca",3,3,3,260,10000,3600,6000
"24249","Apartamento","Humaitá",1,0,0,41,2200,343,24
"24250","Prédio Inteiro","São Francisco Xavier",0,12,0,1000,10000,NA,NA
"24251","Conjunto Comercial/Sala","Leblon",0,1,0,143,16000,2220,1257
"24252","Apartamento","Jardim Carioca",2,1,1,85,2100,500,1325
"24253","Apartamento","Urca",2,0,1,160,8000,1970,NA
"24254","Flat","Recreio dos Bandeirantes",1,1,1,46,3000,900,220
"24255","Apartamento","Humaitá",2,0,0,79,2600,718,79
"24256","Conjunto Comercial/Sala","Centro",0,0,0,300,13500,7300,1750
"24257","Loja/Salão","Praça da Bandeira",0,0,0,43,2000,NA,NA
"24258","Apartamento","Santa Teresa",3,0,0,149,2000,890,52
"24259","Apartamento","Ipanema",2,0,0,60,3000,734,NA
"24260","Terreno Padrão","Guaratiba",0,0,0,1200,1800,NA,NA
"24261","Apartamento","Barra da Tijuca",4,3,3,183,9500,3400,NA
