"","�..Tipo","Bairro","Quartos","Vagas","Suites","Area","Valor","Condominio","IPTU"
"397","Apartamento","Madureira",2,0,0,40,600,415,NA
"398","Apartamento","Recreio dos Bandeirantes",2,0,0,75,1700,659,NA
"399","Apartamento","Copacabana",2,1,1,81,2900,893,190
"400","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,350,16500,6030,3980
"401","Casa","Bonsucesso",2,0,0,51,1000,NA,NA
"402","Casa de Condomínio","Barra da Tijuca",5,3,5,1000,20000,1800,1800
"403","Apartamento","Campo Grande",2,0,1,58,1000,NA,NA
"404","Flat","Humaitá",1,1,0,55,2000,1232,176
"405","Conjunto Comercial/Sala","Centro",0,0,0,360,9000,2968,1208
"406","Apartamento","Praça Seca",3,0,0,90,900,330,15
"407","Apartamento","Vila Isabel",3,3,1,124,1700,1400,NA
"408","Apartamento","Recreio dos Bandeirantes",5,3,4,430,6000,899,750
"409","Loja/Salão","Barra da Tijuca",0,0,0,210,55000,NA,3000
"410","Apartamento","Ipanema",2,0,1,75,5200,476,120
"411","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,34,1600,732,141
"412","Apartamento","São Conrado",5,2,3,400,13000,4165,689
"413","Loja/Salão","Recreio dos Bandeirantes",0,1,0,54,1500,364,173
"414","Apartamento","Freguesia (Jacarepaguá)",3,2,1,126,1500,1000,150
"415","Apartamento","Laranjeiras",2,1,1,70,2300,620,190
"416","Apartamento","Recreio dos Bandeirantes",3,2,1,94,1900,1300,198
"417","Apartamento","Barra da Tijuca",4,3,4,192,5000,2200,562
"418","Conjunto Comercial/Sala","Centro",0,18,0,1141,79855,22302,2977
"419","Apartamento","Copacabana",1,0,0,43,1600,452,242
"420","Apartamento","Barra da Tijuca",2,1,1,70,2200,780,NA
"421","Apartamento","São Francisco Xavier",3,1,1,73,1200,520,NA
"422","Apartamento","Copacabana",3,0,0,120,3000,1420,NA
"423","Conjunto Comercial/Sala","Tijuca",0,0,0,29,800,1100,NA
"424","Casa de Condomínio","Vargem Grande",5,4,5,300,5000,1500,250
"425","Conjunto Comercial/Sala","Botafogo",0,11,0,705,68000,26715,4579
"426","Apartamento","Pechincha",2,1,0,64,800,248,14
"427","Apartamento","Copacabana",1,0,0,45,2800,450,30
"428","Conjunto Comercial/Sala","Campo Grande",0,1,0,21,500,570,NA
"429","Apartamento","Laranjeiras",2,0,0,110,2500,968,167
"430","Galpão/Depósito/Armazém","São Cristóvão",0,20,0,1100,16000,NA,2435
"431","Apartamento","Ipanema",4,3,3,433,37000,9800,NA
"432","Apartamento","Flamengo",2,0,0,85,2700,800,1150
"433","Apartamento","Leme",3,1,1,175,8000,1380,NA
"434","Casa","Engenho Novo",2,0,0,70,1100,NA,NA
"435","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,75,2500,1250,681
"436","Apartamento","Jacarepaguá",2,1,0,68,1100,540,NA
"437","Apartamento","Humaitá",2,1,0,64,2500,520,NA
"438","Conjunto Comercial/Sala","Centro",0,0,0,90,2800,1640,270
"439","Apartamento","Copacabana",1,0,1,37,2500,447,20
"440","Apartamento","Copacabana",4,2,2,240,10000,2000,700
"441","Casa de Condomínio","Barra da Tijuca",4,3,2,188,6000,1022,NA
"442","Apartamento","Barra da Tijuca",3,2,2,137,12500,1850,271
"443","Apartamento","Barra da Tijuca",14,2,2,212,5000,1200,650
"444","Apartamento","Irajá",2,1,0,65,1100,255,NA
"445","Apartamento","Barra da Tijuca",2,2,1,105,3000,1500,NA
"446","Conjunto Comercial/Sala","Centro",0,0,0,240,21000,3500,NA
"447","Loja/Salão","Andaraí",0,0,0,330,6000,NA,17285
"448","Apartamento","Vila Isabel",2,1,0,70,1100,550,NA
"449","Apartamento","São Conrado",4,3,4,600,23000,16864,3910
"450","Apartamento","Gávea",3,1,1,108,5000,1769,226
"451","Apartamento","Recreio dos Bandeirantes",2,1,2,85,2300,1350,125
"452","Apartamento","Catete",1,0,0,45,1600,500,55
"453","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,32,800,870,NA
"454","Quitinete","Copacabana",1,0,0,15,1100,600,NA
"455","Conjunto Comercial/Sala","Centro",0,0,0,101,2000,4700,NA
"456","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,28,1600,912,NA
"457","Apartamento","Barra da Tijuca",3,2,3,160,7000,1087,455
"458","Conjunto Comercial/Sala","Centro",0,0,0,150,4000,2000,NA
"459","Conjunto Comercial/Sala","Botafogo",0,0,0,457,50000,17600,23500
"460","Casa de Vila","Quintino Bocaiúva",2,1,0,48,750,NA,NA
"461","Apartamento","Lagoa",3,2,1,130,5000,1000,300
"462","Apartamento","Freguesia (Jacarepaguá)",3,2,1,100,2100,780,140
"463","Conjunto Comercial/Sala","Centro",0,2,0,240,7000,3203,1300
"464","Apartamento","Freguesia (Jacarepaguá)",3,2,3,180,5500,1200,318
"465","Apartamento","Copacabana",3,0,0,80,2500,800,157
"466","Casa de Condomínio","Barra da Tijuca",3,0,2,367,6000,510,423
"467","Conjunto Comercial/Sala","Santo Cristo",0,16,0,1200,78000,23000,NA
"468","Apartamento","Recreio dos Bandeirantes",3,1,1,85,1900,450,112
"469","Casa","Jardim Botânico",2,4,1,107,9500,NA,1091
"470","Conjunto Comercial/Sala","Botafogo",0,15,0,700,59500,21994,5586
"471","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,10,6213,NA,NA
"472","Apartamento","Barra da Tijuca",5,4,3,171,9000,2000,3500
"473","Apartamento","Centro",1,0,0,42,2200,619,202
"474","Apartamento","Méier",2,1,0,62,1000,600,38
"475","Quitinete","Leblon",1,0,0,25,1950,360,58
"476","Loja/Salão","Taquara",0,0,0,15,600,NA,NA
"477","Apartamento","Leblon",4,3,4,260,13500,3100,NA
"478","Casa","Recreio dos Bandeirantes",4,4,2,367,12000,NA,653
"479","Conjunto Comercial/Sala","Centro",0,0,0,594,9000,NA,727
"480","Loja/Salão","Copacabana",0,0,0,310,30000,700,NA
"481","Conjunto Comercial/Sala","Centro",0,0,0,373,30000,6723,1492
"482","Conjunto Comercial/Sala","Ipanema",0,5,0,200,25200,4680,NA
"483","Apartamento","Grajaú",2,0,0,65,1400,415,21
"484","Apartamento","Lagoa",4,3,1,180,11000,2530,812
"485","Apartamento","Copacabana",1,0,0,43,1800,639,76
"486","Apartamento","Lagoa",2,1,1,80,2200,2600,420
"487","Conjunto Comercial/Sala","Copacabana",0,0,0,25,1000,434,101
"488","Apartamento","Flamengo",2,1,0,57,2800,832,98
"489","Apartamento","Campo Grande",3,1,1,98,1800,950,NA
"490","Apartamento","Jardim Botânico",3,1,2,170,6000,860,540
"491","Casa Comercial","Botafogo",3,0,0,280,13000,450,1387
"492","Apartamento","Leblon",4,2,2,207,15500,6000,934
"493","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,23,1000,680,NA
"494","Apartamento","Barra da Tijuca",4,4,4,518,38000,5004,1747
"495","Galpão/Depósito/Armazém","Cordovil",0,0,0,850,8500,NA,NA
"496","Apartamento","Ipanema",1,0,1,50,2400,897,26
"497","Quitinete","Copacabana",1,0,0,35,1700,400,55
"498","Loja/Salão","Catete",0,6,0,300,17500,310,14000
"499","Apartamento","Recreio dos Bandeirantes",3,2,1,150,2500,1012,NA
"500","Loja/Salão","Barra da Tijuca",0,1,0,49,2000,780,NA
"501","Conjunto Comercial/Sala","Centro",0,3,0,151,11025,3430,NA
"502","Apartamento","Copacabana",2,0,0,65,2700,710,130
"503","Apartamento","Recreio dos Bandeirantes",4,3,2,300,4500,1500,580
"504","Apartamento","Recreio dos Bandeirantes",2,2,1,115,1900,661,NA
"505","Casa de Vila","Jacarepaguá",3,1,0,100,2000,100,NA
"506","Conjunto Comercial/Sala","Barra da Tijuca",0,7,0,300,15000,9360,NA
"507","Apartamento","Recreio dos Bandeirantes",3,3,1,110,1500,873,NA
"508","Casa","Botafogo",12,5,0,500,18000,NA,1800
"509","Conjunto Comercial/Sala","Ipanema",0,0,0,45,5000,2200,243
"510","Apartamento","Barra da Tijuca",4,3,4,304,13000,3800,1350
"511","Loja/Salão","Freguesia (Jacarepaguá)",0,0,0,197,8000,NA,690
"512","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,28,900,560,185
"513","Casa de Condomínio","Barra da Tijuca",4,2,4,280,8500,750,620
"514","Prédio Inteiro","Barra da Tijuca",0,80,0,5500,480000,NA,NA
"515","Apartamento","Tijuca",3,1,0,88,2300,790,885
"516","Apartamento","Ipanema",3,1,1,145,7200,2900,500
"517","Casa","Catete",10,0,10,300,15000,NA,220
"518","Apartamento","Urca",1,0,0,53,2800,770,NA
"519","Apartamento","Ipanema",3,1,1,116,5000,1600,316
"520","Apartamento","Tijuca",3,1,0,116,2000,790,194
"521","Apartamento","Vila Isabel",3,0,0,82,1200,664,86
"522","Quitinete","Glória",1,0,1,26,850,321,29
"523","Apartamento","Barra da Tijuca",3,2,1,130,4800,1700,433
"524","Apartamento","Freguesia (Jacarepaguá)",3,1,1,90,1700,595,NA
"525","Apartamento","Flamengo",2,1,0,68,2000,536,148
"526","Apartamento","Copacabana",1,0,0,60,2800,620,128
"527","Loja/Salão","Engenho de Dentro",0,0,0,56,2200,NA,100
"528","Apartamento","Taquara",2,1,0,53,1100,450,150
"529","Apartamento","Penha",2,0,0,64,950,180,NA
"530","Apartamento","Jardim Botânico",3,1,1,130,6400,1500,NA
"531","Loja/Salão","Barra da Tijuca",0,0,0,140,7200,315,1550
"532","Apartamento","Leblon",2,1,0,90,3500,1300,200
"533","Apartamento","Leblon",4,2,4,200,8500,2710,945
"534","Conjunto Comercial/Sala","Centro",0,0,0,208,5000,2670,530
"535","Apartamento","Tijuca",1,1,1,84,2000,718,120
"536","Galpão/Depósito/Armazém","Vigário Geral",0,0,0,2000,30000,NA,NA
"537","Quitinete","Gardênia Azul",1,0,0,20,485,NA,NA
"538","Apartamento","Flamengo",1,0,0,30,1490,315,55
"539","Casa","São Conrado",4,0,4,1200,25000,NA,NA
"540","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,21,700,350,NA
"541","Apartamento","Maracanã",2,0,0,79,1700,600,NA
"542","Apartamento","Copacabana",1,1,0,150,3000,1200,390
"543","Conjunto Comercial/Sala","Jacarepaguá",0,1,0,25,990,570,NA
"544","Conjunto Comercial/Sala","Flamengo",0,0,0,15,850,622,165
"545","Apartamento","Barra da Tijuca",3,2,3,156,5500,2300,398
"546","Conjunto Comercial/Sala","Botafogo",0,3,0,90,5900,2220,NA
"547","Loja/Salão","Barra da Tijuca",0,1,0,65,2200,595,500
"548","Apartamento","Flamengo",1,0,1,38,1450,690,55
"549","Apartamento","Botafogo",2,0,0,115,2200,1045,190
"550","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,2,0,25,800,364,172
"551","Apartamento","Tijuca",2,0,0,49,1800,180,NA
"552","Terreno Padrão","Penha",0,0,0,721,4000,NA,611
"553","Apartamento","Jacarepaguá",2,1,1,80,1900,1350,100
"554","Apartamento","Copacabana",2,0,0,120,3800,1000,197
"555","Apartamento","Barra da Tijuca",2,1,1,70,1800,681,120
"556","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,21,800,306,56
"557","Loja/Salão","Santa Cruz",0,0,0,42,1000,NA,NA
"558","Apartamento","Bonsucesso",3,1,0,98,2800,390,NA
"559","Apartamento","Barra da Tijuca",2,1,1,70,3240,950,NA
"560","Apartamento","Flamengo",2,1,0,90,3200,980,NA
"561","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,24,800,400,90
"562","Apartamento","Ipanema",2,0,0,99,3300,920,NA
"563","Conjunto Comercial/Sala","Centro",0,0,0,42,700,515,83
"564","Apartamento","Copacabana",3,1,0,80,3100,700,1208
"565","Apartamento","Copacabana",2,1,0,74,2600,1021,NA
"566","Apartamento","Humaitá",2,1,0,75,2900,926,90
"567","Apartamento","Barra da Tijuca",4,3,4,250,9500,2800,523
"568","Loja/Salão","Centro",0,0,0,530,12000,7435,1750
"569","Apartamento","Recreio dos Bandeirantes",2,1,1,80,1600,770,108
"570","Apartamento","Recreio dos Bandeirantes",3,4,1,217,3300,947,547
"571","Apartamento","Ipanema",4,1,3,250,12000,2300,1037
"572","Casa","Campo Grande",2,1,2,100,1500,NA,30
"573","Apartamento","São Conrado",3,2,1,140,4700,1620,515
"574","Apartamento","Barra da Tijuca",4,3,2,260,7500,3550,350
"575","Apartamento","Laranjeiras",2,0,0,85,2100,700,95
"576","Apartamento","Rio Comprido",2,1,0,69,1900,600,70
"577","Apartamento","Freguesia (Jacarepaguá)",1,1,0,49,1050,580,36
"578","Apartamento","Andaraí",2,1,0,56,1900,607,89
"579","Casa","Vargem Grande",2,1,0,70,1900,580,25
"580","Box/Garagem","Centro",0,1,0,0,100,NA,NA
"581","Apartamento","Ipanema",4,3,4,480,39000,9400,NA
"582","Apartamento","Barra da Tijuca",4,3,3,180,7000,1935,449
"583","Apartamento","Copacabana",2,0,0,81,3000,770,159
"584","Apartamento","Barra da Tijuca",2,1,1,88,2400,1313,NA
"585","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,125,7000,5000,1100
"586","Apartamento","Vargem Pequena",2,1,1,80,1100,650,NA
"587","Casa de Condomínio","Tanque",2,0,1,100,1500,160,80
"588","Apartamento","Ipanema",3,3,3,169,9000,2300,886
"589","Apartamento","Flamengo",4,2,2,423,12000,3795,1253
"590","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,2,0,88,2500,4500,1544
"591","Conjunto Comercial/Sala","Leblon",0,0,0,120,20000,2400,NA
"592","Apartamento","Quintino Bocaiúva",2,0,0,67,900,320,NA
"593","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,45,1100,1000,1
"594","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,2,0,44,1500,949,52
"595","Loja Shopping/ Ct Comercial","Ipanema",0,2,0,25,5000,NA,150
"596","Apartamento","Leblon",3,1,0,74,3300,700,83
"597","Apartamento","Copacabana",2,0,0,110,2800,800,120
"598","Apartamento","Leme",1,0,0,31,1140,420,24
"599","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,1600,780,80
"600","Apartamento","Recreio dos Bandeirantes",2,2,1,90,1500,720,199
"601","Conjunto Comercial/Sala","Ipanema",0,0,0,32,1700,750,NA
"602","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,108,5900,2424,NA
"603","Casa","Santa Teresa",5,3,0,260,7000,NA,163
"604","Apartamento","Barra da Tijuca",2,1,0,70,2400,1800,150
"605","Casa de Condomínio","Recreio dos Bandeirantes",4,3,4,198,4500,1160,3012
"606","Apartamento","Inhaúma",3,1,0,60,750,236,NA
"607","Loja Shopping/ Ct Comercial","Jacarepaguá",0,1,0,61,4500,1,NA
"608","Apartamento","Glória",1,0,0,48,1400,480,20
"609","Apartamento","Copacabana",5,1,1,400,8500,2160,365
"610","Apartamento","Ipanema",2,1,0,45,3000,575,25
"611","Apartamento","Pechincha",2,1,0,65,950,640,126
"612","Apartamento","Leblon",2,0,0,100,3800,900,195
"613","Apartamento","Grajaú",3,2,1,90,2950,700,100
"614","Conjunto Comercial/Sala","Campo Grande",0,1,0,20,700,273,75
"615","Conjunto Comercial/Sala","Campo Grande",0,1,0,25,1000,550,NA
"616","Apartamento","Marechal Hermes",2,1,0,70,850,200,NA
"617","Apartamento","Grajaú",1,0,0,30,800,283,187
"618","Apartamento","Praça Seca",2,1,1,63,1100,361,NA
"619","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,1,0,81,2500,2548,727
"620","Apartamento","Barra da Tijuca",3,2,2,480,15000,2750,650
"621","Apartamento","Recreio dos Bandeirantes",2,2,1,72,1580,900,140
"622","Apartamento","Laranjeiras",2,0,0,51,1900,450,25
"623","Apartamento","Botafogo",1,0,0,17,1100,330,15
"624","Apartamento","Botafogo",3,0,0,100,6050,1155,234
"625","Apartamento","Lagoa",2,1,1,90,2700,1350,250
"626","Apartamento","Piedade",2,1,0,83,950,NA,13
"627","Apartamento","Lagoa",3,3,3,230,6000,4600,990
"628","Apartamento","Pechincha",2,1,1,62,1700,500,67
"629","Apartamento","Leblon",2,2,1,113,3500,1365,387
"630","Apartamento","Flamengo",1,0,0,49,1700,440,68
"631","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,54,2500,1200,1800
"632","Apartamento","Méier",1,0,0,53,900,484,37
"633","Apartamento","Vila Isabel",2,1,0,63,1300,500,NA
"634","Galpão/Depósito/Armazém","Pavuna",0,12,0,3084,67855,19711,1676
"635","Conjunto Comercial/Sala","Méier",0,0,0,25,600,580,NA
"636","Casa","Vila da Penha",1,0,0,40,850,NA,NA
"637","Quitinete","Copacabana",1,0,0,30,2600,500,NA
"638","Quitinete","Copacabana",1,0,0,30,3200,400,50
"639","Quitinete","Centro",1,0,1,15,750,NA,NA
"640","Apartamento","Lagoa",3,3,1,250,11000,3500,889
"641","Apartamento","Humaitá",3,1,0,95,2300,1300,120
"642","Apartamento","Flamengo",1,0,0,37,2300,485,56
"643","Apartamento","Curicica",1,1,0,45,700,356,126
"644","Apartamento","Barra da Tijuca",2,1,0,90,2000,980,1600
"645","Loja/Salão","Copacabana",0,1,0,26,700,1004,170
"646","Apartamento","Barra da Tijuca",1,1,1,80,1700,980,250
"647","Casa","Vaz Lobo",1,0,0,35,400,NA,NA
"648","Apartamento","Barra da Tijuca",2,1,1,70,2200,1000,70
"649","Apartamento","Barra da Tijuca",4,3,1,190,5500,1600,435
"650","Conjunto Comercial/Sala","Del Castilho",0,1,0,29,1000,638,NA
"651","Loja/Salão","Copacabana",0,0,0,260,35000,750,1350
"652","Conjunto Comercial/Sala","Barra da Tijuca",0,10,0,1100,66000,30000,23786
"653","Loja/Salão","Botafogo",0,5,0,525,64698,NA,NA
"654","Apartamento","Copacabana",3,1,0,140,3500,1250,NA
"655","Apartamento","Tijuca",1,1,1,87,1400,1057,162
"656","Apartamento","Barra da Tijuca",4,3,2,210,5300,2080,500
"657","Casa de Condomínio","Santíssimo",2,1,0,70,800,200,NA
"658","Conjunto Comercial/Sala","Centro",100,39,0,1600,160000,NA,NA
"659","Apartamento","Méier",1,0,0,50,1000,390,16
"660","Conjunto Comercial/Sala","Centro",0,0,0,570,19500,8800,NA
"661","Apartamento","Flamengo",4,1,0,240,6000,2050,701
"662","Apartamento","Leblon",4,3,4,300,30000,4273,1557
"663","Apartamento","Ipanema",3,1,1,140,7200,2900,500
"664","Casa de Condomínio","Jardim Botânico",4,4,1,380,12000,870,1290
"665","Apartamento","Jardim Botânico",2,1,1,86,4100,830,257
"666","Apartamento","Recreio dos Bandeirantes",4,3,4,203,6000,1200,420
"667","Apartamento","Leblon",3,1,0,110,6200,885,NA
"668","Casa de Condomínio","Barra da Tijuca",4,4,3,280,11000,1200,1100
"669","Casa Comercial","Olaria",0,1,0,100,2000,NA,NA
"670","Apartamento","Tijuca",2,1,0,60,1800,420,NA
"671","Flat","Botafogo",1,1,1,50,2500,836,189
"672","Apartamento","Barra da Tijuca",2,1,1,140,4500,910,420
"673","Apartamento","Andaraí",1,0,1,30,1100,580,NA
"674","Apartamento","Pechincha",2,1,0,52,700,420,35
"675","Apartamento","Recreio dos Bandeirantes",2,1,1,75,2300,1220,134
"676","Apartamento","Freguesia (Jacarepaguá)",2,1,0,55,1000,390,36
"677","Apartamento","Água Santa",2,1,0,70,800,250,14
"678","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,45,500,1100,NA
"679","Apartamento","Lagoa",2,1,0,77,2700,1050,302
"680","Apartamento","Copacabana",3,1,1,194,7500,1710,4641
"681","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,0,0,34,2700,1047,326
"682","Apartamento","Leblon",3,3,1,208,8000,1700,965
"683","Quitinete","Copacabana",1,0,0,25,1200,318,NA
"684","Conjunto Comercial/Sala","Centro",0,0,0,50,1200,1350,230
"685","Apartamento","Gávea",3,1,2,220,7000,3200,450
"686","Conjunto Comercial/Sala","Barra da Tijuca",0,14,0,350,21000,NA,NA
"687","Apartamento","Barra da Tijuca",3,2,1,204,4600,2321,489
"688","Apartamento","Barra da Tijuca",3,1,3,80,2800,1300,NA
"689","Apartamento","Leblon",4,2,2,205,15000,6000,772
"690","Apartamento","Barra da Tijuca",3,2,1,165,6500,1503,330
"691","Conjunto Comercial/Sala","Centro",0,0,0,576,28845,8942,2071
"692","Galpão/Depósito/Armazém","Santo Cristo",0,100,0,5000,90000,NA,12506
"693","Conjunto Comercial/Sala","Copacabana",0,0,0,73,4000,1363,294
"694","Conjunto Comercial/Sala","Centro",0,0,0,34,900,479,114
"695","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,49,1200,617,69
"696","Apartamento","Leblon",3,2,1,140,4500,2552,595
"697","Apartamento","Laranjeiras",3,1,1,150,3200,1504,301
"698","Apartamento","Moneró",1,1,0,47,1200,290,49
"699","Apartamento","Tijuca",2,1,0,70,1850,748,48
"700","Apartamento","Leblon",2,1,1,82,5900,1128,300
"701","Apartamento","Grajaú",2,0,0,70,1300,447,NA
"702","Apartamento","Recreio dos Bandeirantes",4,2,2,160,1900,830,NA
"703","Apartamento","Barra da Tijuca",4,4,4,330,20000,1800,10500
"704","Casa","Itanhangá",3,2,1,321,9000,1400,NA
"705","Casa","Taquara",3,1,0,100,2100,250,NA
"706","Apartamento","Barra da Tijuca",3,2,1,140,4900,1600,3580
"707","Conjunto Comercial/Sala","Centro",0,0,0,55,900,1219,138
"708","Conjunto Comercial/Sala","Méier",0,0,0,30,530,270,NA
"709","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,22,600,797,164
"710","Apartamento","Flamengo",2,1,1,60,3400,978,130
"711","Conjunto Comercial/Sala","Ipanema",0,0,0,30,2300,880,NA
"712","Apartamento","Itanhangá",2,1,1,58,900,500,212
"713","Loja/Salão","Centro",0,0,0,172,2500,NA,391
"714","Apartamento","Tijuca",3,1,1,106,2050,872,1008
"715","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,24,400,600,53
"716","Apartamento","Leme",1,0,0,55,2000,585,79
"717","Casa","Campo Grande",2,1,0,100,1300,NA,NA
"718","Apartamento","Ipanema",3,3,3,310,16000,3000,1100
"719","Apartamento","Vila Isabel",2,1,1,79,1300,950,30
"720","Conjunto Comercial/Sala","Leblon",0,8,0,408,90404,26000,NA
"721","Galpão/Depósito/Armazém","Maria da Graça",0,0,0,1000,9800,NA,630
"722","Apartamento","Jardim Guanabara",2,0,0,92,1600,NA,99
"723","Apartamento","Barra da Tijuca",2,1,1,102,2500,1478,255
"724","Galpão/Depósito/Armazém","Vila Militar",0,0,0,190,3600,NA,291
"725","Apartamento","Copacabana",3,1,1,160,4000,1617,300
"726","Casa Comercial","Copacabana",12,0,12,360,17000,NA,1150
"727","Quitinete","Copacabana",1,0,0,38,1800,500,100
"728","Apartamento","Copacabana",1,0,0,30,1200,650,54
"729","Apartamento","Quintino Bocaiúva",2,0,0,80,900,170,NA
"730","Apartamento","Ipanema",3,1,0,80,4000,1200,251
"731","Apartamento","Leblon",4,2,2,300,28000,3480,NA
"732","Apartamento","Freguesia (Jacarepaguá)",3,1,1,77,2000,580,80
"733","Apartamento","Vila da Penha",2,0,0,70,1200,NA,27
"734","Apartamento","Jardim Botânico",3,2,2,145,4680,1296,317
"735","Galpão/Depósito/Armazém","Campo Grande",0,0,0,1599,30394,4399,1199
"736","Apartamento","Recreio dos Bandeirantes",3,2,1,185,2500,1355,2917
"737","Apartamento","Barra da Tijuca",1,1,1,68,2800,1250,219
"738","Apartamento","Jardim Botânico",2,2,1,83,3500,1630,196
"739","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,125,3500,3100,775
"740","Apartamento","Leblon",3,2,1,180,9500,2804,950
"741","Conjunto Comercial/Sala","Botafogo",0,1,0,80,4500,2183,464
"742","Loja/Salão","Campo Grande",0,0,0,240,2500,NA,NA
"743","Apartamento","Copacabana",2,1,1,110,4000,1010,252
"744","Conjunto Comercial/Sala","Tijuca",0,0,0,50,1200,1260,266
"745","Apartamento","Botafogo",3,0,0,123,3200,421,182
"746","Conjunto Comercial/Sala","Jacarepaguá",0,1,0,25,700,484,112
"747","Loja/Salão","Recreio dos Bandeirantes",0,0,0,1200,58000,NA,4750
"748","Apartamento","Recreio dos Bandeirantes",3,3,1,180,1300,1635,320
"749","Conjunto Comercial/Sala","Jacarepaguá",0,1,0,40,1400,480,NA
"750","Conjunto Comercial/Sala","Centro",0,0,0,309,15000,5000,650
"751","Apartamento","Barra da Tijuca",3,2,3,120,2800,1280,360
